"","PassengerId","Survived","Pclass","Title","Sex","Age","Fare","Set_type","Family.unit"
"96",96,"0","3","non_elite","male",-0.521412204282627,-0.487637307601335,"train",-0.558132741587239
"97",97,"0","1","non_elite","male",3.1441260869595,0.0265379698748175,"train",-0.558132741587239
"98",98,"1","1","non_elite","male",-0.521412204282627,0.581297691355006,"train",0.0733242668290928
"99",99,"1","2","non_elite","female",0.318606987460361,-0.198700959270302,"train",0.0733242668290928
"100",100,"0","2","non_elite","male",0.318606987460361,-0.140720421143673,"train",0.0733242668290928
"101",101,"0","3","non_elite","female",-0.139585298944906,-0.490617507261044,"train",-0.558132741587239
"102",102,"0","3","non_elite","male",-0.521412204282627,-0.490617507261044,"train",-0.558132741587239
"103",103,"0","1","non_elite","male",-0.674142966417716,0.850505195246152,"train",0.0733242668290928
"104",104,"0","3","non_elite","male",0.242241606392816,-0.475960027222632,"train",-0.558132741587239
"105",105,"0","3","non_elite","male",0.547703130662994,-0.490053163356612,"train",0.704781275245425
"106",106,"0","3","non_elite","male",-0.139585298944906,-0.490617507261044,"train",-0.558132741587239
"107",107,"1","3","non_elite","female",-0.674142966417716,-0.495368046018219,"train",-0.558132741587239
"108",108,"1","3","non_elite","male",-0.521412204282627,-0.492952190262943,"train",-0.558132741587239
"109",109,"0","3","non_elite","male",0.624068511730538,-0.490617507261044,"train",-0.558132741587239
"110",110,"1","3","non_elite","female",0.0131454631901832,-0.176475086321761,"train",0.0733242668290928
"111",111,"0","1","non_elite","male",1.31135694133844,0.361777575953777,"train",-0.558132741587239
"112",112,"0","3","non_elite","female",-1.17051794335675,-0.363864320177817,"train",0.0733242668290928
"113",113,"0","3","non_elite","male",-0.597777585350172,-0.487637307601335,"train",-0.558132741587239
"114",114,"0","3","non_elite","female",-0.750508347485261,-0.453332155876413,"train",0.0733242668290928
"115",115,"0","3","non_elite","female",-0.979604490687894,-0.363785080109044,"train",-0.558132741587239
"116",116,"0","3","non_elite","male",-0.674142966417716,-0.490053163356612,"train",-0.558132741587239
"117",117,"0","3","non_elite","male",3.10594339642573,-0.493435361413998,"train",-0.558132741587239
"118",118,"0","2","non_elite","male",-0.0632199178773612,-0.237354651354721,"train",0.0733242668290928
"119",119,"0","1","non_elite","male",-0.445046823215083,4.14057797560343,"train",0.0733242668290928
"120",120,"0","3","non_elite","female",-2.12508520670106,-0.0387713082710173,"train",3.23060930891075
"121",121,"0","2","non_elite","male",-0.674142966417716,0.777304765861283,"train",0.704781275245425
"122",122,"0","3","non_elite","male",0.0895108442577275,-0.487637307601335,"train",-0.558132741587239
"123",123,"0","2","non_elite","male",0.204058915859044,-0.0620446962750461,"train",0.0733242668290928
"124",124,"1","2","non_elite","female",0.204058915859044,-0.391969419692398,"train",-0.558132741587239
"125",125,"0","1","non_elite","male",1.84591460881125,0.850505195246152,"train",0.0733242668290928
"126",126,"1","3","elite","male",-1.36143139602562,-0.425951813088415,"train",0.0733242668290928
"127",127,"0","3","non_elite","male",0.547703130662994,-0.493435361413998,"train",-0.558132741587239
"128",128,"1","3","non_elite","male",-0.445046823215083,-0.505191881861474,"train",-0.558132741587239
"129",129,"1","3","non_elite","female",0.700433892798083,-0.211102996375588,"train",0.704781275245425
"130",130,"0","3","non_elite","male",1.15862617920335,-0.508413667096711,"train",-0.558132741587239
"131",131,"0","3","non_elite","male",0.242241606392816,-0.490617507261044,"train",-0.558132741587239
"132",132,"0","3","non_elite","male",-0.750508347485261,-0.506964153643545,"train",-0.558132741587239
"133",133,"0","3","non_elite","female",1.31135694133844,-0.362979150629083,"train",0.0733242668290928
"134",134,"1","2","non_elite","female",-0.0632199178773612,-0.140720421143673,"train",0.0733242668290928
"135",135,"0","2","non_elite","male",-0.368681442147539,-0.391969419692398,"train",-0.558132741587239
"136",136,"0","2","non_elite","male",-0.521412204282627,-0.352430558059245,"train",-0.558132741587239
"137",137,"1","1","non_elite","female",-0.826873728552805,-0.135245125659915,"train",0.704781275245425
"138",138,"0","1","non_elite","male",0.547703130662994,0.383037106600207,"train",0.0733242668290928
"139",139,"0","3","non_elite","male",-1.05596987175544,-0.465088676323889,"train",-0.558132741587239
"140",140,"0","1","non_elite","male",-0.445046823215083,0.887467788301878,"train",-0.558132741587239
"141",141,"0","3","non_elite","female",0.0895108442577275,-0.348565188850804,"train",0.704781275245425
"142",142,"1","3","non_elite","female",-0.597777585350172,-0.493435361413998,"train",-0.558132741587239
"143",143,"1","3","non_elite","female",-0.445046823215083,-0.3368879084721,"train",0.0733242668290928
"144",144,"0","3","non_elite","male",-0.826873728552805,-0.512762207456208,"train",-0.558132741587239
"145",145,"0","2","non_elite","male",-0.903239109620349,-0.420959688755712,"train",-0.558132741587239
"146",146,"0","2","non_elite","male",-0.826873728552805,0.0670431738100803,"train",0.704781275245425
"147",147,"1","3","non_elite","male",-0.21595068001245,-0.492550191865265,"train",-0.558132741587239
"148",148,"0","3","non_elite","female",-1.59052753922825,0.0211419144598325,"train",1.96769529207809
"149",149,"0","2","non_elite","male",0.509520440129222,-0.140720421143673,"train",0.704781275245425
"150",150,"0","2","elite","male",0.929530036000716,-0.391969419692398,"train",-0.558132741587239
"151",151,"0","2","elite","male",1.61681846560862,-0.401149671562447,"train",-0.558132741587239
"152",152,"1","1","non_elite","female",-0.597777585350172,0.643949528170037,"train",0.0733242668290928
"153",153,"0","3","non_elite","male",1.96046268041256,-0.487637307601335,"train",-0.558132741587239
"154",154,"0","3","non_elite","male",0.814981964399399,-0.362979150629083,"train",0.704781275245425
"155",155,"0","3","non_elite","male",0.0895108442577275,-0.501890856557465,"train",-0.558132741587239
"156",156,"0","1","non_elite","male",1.61681846560862,0.543047930352869,"train",0.0733242668290928
"157",157,"1","3","non_elite","female",-1.05596987175544,-0.493758119742903,"train",-0.558132741587239
"158",158,"0","3","non_elite","male",0.0131454631901832,-0.487637307601335,"train",-0.558132741587239
"159",159,"0","3","non_elite","male",-0.445046823215083,-0.475799614400482,"train",-0.558132741587239
"160",160,"0","3","elite","male",-0.368681442147539,0.700963723994555,"train",5.75643734257608
"161",161,"0","3","non_elite","male",1.0822607981358,-0.332056196961548,"train",0.0733242668290928
"162",162,"1","2","non_elite","female",0.776799273865627,-0.338820593076321,"train",-0.558132741587239
"163",163,"0","3","non_elite","male",-0.292316061079994,-0.492952190262943,"train",-0.558132741587239
"164",164,"0","3","non_elite","male",-0.979604490687894,-0.475799614400482,"train",-0.558132741587239
"165",165,"0","3","elite","male",-2.2014505877686,0.123815784059071,"train",2.59915230049442
"166",166,"1","3","elite","male",-1.59052753922825,-0.246534903224771,"train",0.704781275245425
"167",167,"1","1","non_elite","female",-0.368681442147539,0.419758114080406,"train",0.0733242668290928
"168",168,"0","3","non_elite","female",1.15862617920335,-0.103999413663475,"train",2.59915230049442
"169",169,"0","1","non_elite","male",0.624068511730538,-0.142169934596839,"train",-0.558132741587239
"170",170,"0","3","non_elite","male",-0.139585298944906,0.448667210390343,"train",-0.558132741587239
"171",171,"0","1","non_elite","male",2.38047227628406,0.00423092417289908,"train",-0.558132741587239
"172",172,"0","3","elite","male",-1.97235444456597,-0.0803240272617679,"train",2.59915230049442
"173",173,"1","3","non_elite","female",-2.2014505877686,-0.428046843199391,"train",0.704781275245425
"174",174,"0","3","non_elite","male",-0.674142966417716,-0.490053163356612,"train",-0.558132741587239
"175",175,"0","1","non_elite","male",1.99864537094634,-0.0499654174986651,"train",-0.558132741587239
"176",176,"0","3","non_elite","male",-0.903239109620349,-0.4914215040564,"train",0.704781275245425
"177",177,"0","3","elite","male",-0.521412204282627,-0.151027428137983,"train",1.96769529207809
"178",178,"0","1","non_elite","female",1.54045308454107,-0.0882963512541794,"train",-0.558132741587239
"179",179,"0","2","non_elite","male",0.0131454631901832,-0.391969419692398,"train",-0.558132741587239
"180",180,"0","3","non_elite","male",0.471337749595449,-0.643218418241123,"train",-0.558132741587239
"181",181,"0","3","non_elite","female",0.0131454631901832,0.700963723994555,"train",5.75643734257608
"182",182,"0","2","non_elite","male",0.394972368527905,-0.352349385305868,"train",-0.558132741587239
"183",183,"0","3","elite","male",-1.59052753922825,-0.0365970380912687,"train",3.23060930891075
"184",184,"1","2","elite","male",-2.2014505877686,0.110528577405052,"train",1.33623828366176
"185",185,"1","3","non_elite","female",-1.97235444456597,-0.217544634161456,"train",0.704781275245425
"186",186,"0","1","non_elite","male",-0.674142966417716,0.323123883869358,"train",-0.558132741587239
"187",187,"1","3","non_elite","female",0.547703130662994,-0.343652304586874,"train",0.0733242668290928
"188",188,"1","1","non_elite","male",1.15862617920335,-0.130090655820458,"train",-0.558132741587239
"189",189,"0","3","non_elite","male",0.776799273865627,-0.343652304586874,"train",0.704781275245425
"190",190,"0","3","non_elite","male",0.471337749595449,-0.490617507261044,"train",-0.558132741587239
"191",191,"1","2","non_elite","female",0.165876225325272,-0.391969419692398,"train",-0.558132741587239
"192",192,"0","2","non_elite","male",-0.826873728552805,-0.391969419692398,"train",-0.558132741587239
"193",193,"1","3","non_elite","female",-0.826873728552805,-0.4914215040564,"train",0.0733242668290928
"194",194,"1","2","elite","male",-2.04871982563352,-0.140720421143673,"train",0.704781275245425
"195",195,"1","1","non_elite","female",1.0822607981358,-0.107462784474239,"train",-0.558132741587239
"196",196,"1","1","non_elite","female",2.15137613308143,2.18856652534026,"train",-0.558132741587239
"197",197,"0","3","non_elite","male",0.165876225325272,-0.493435361413998,"train",-0.558132741587239
"198",198,"0","3","non_elite","male",0.929530036000716,-0.480791738733185,"train",0.0733242668290928
"199",199,"1","3","non_elite","female",0.700433892798083,-0.493435361413998,"train",-0.558132741587239
"200",200,"0","2","non_elite","female",-0.445046823215083,-0.391969419692398,"train",-0.558132741587239
"201",201,"0","3","non_elite","male",-0.139585298944906,-0.459613380840131,"train",-0.558132741587239
"202",202,"0","3","non_elite","male",0.165876225325272,0.700963723994555,"train",5.75643734257608
"203",203,"0","3","non_elite","male",0.318606987460361,-0.517675091720138,"train",-0.558132741587239
"204",204,"0","3","non_elite","male",1.19680886973712,-0.503581955586158,"train",-0.558132741587239
"205",205,"1","3","non_elite","male",-0.903239109620349,-0.487637307601335,"train",-0.558132741587239
"206",206,"0","3","non_elite","female",-2.12508520670106,-0.441011291524505,"train",0.0733242668290928
"207",207,"0","3","non_elite","male",0.165876225325272,-0.3368879084721,"train",0.0733242668290928
"208",208,"1","3","non_elite","male",-0.292316061079994,-0.28011529822311,"train",-0.558132741587239
"209",209,"1","3","non_elite","female",-1.05596987175544,-0.493435361413998,"train",-0.558132741587239
"210",210,"1","1","non_elite","male",0.776799273865627,-0.0440861909326249,"train",-0.558132741587239
"211",211,"0","3","non_elite","male",-0.445046823215083,-0.506964153643545,"train",-0.558132741587239
"212",212,"1","2","non_elite","female",0.394972368527905,-0.237354651354721,"train",-0.558132741587239
"213",213,"0","3","non_elite","male",-0.597777585350172,-0.503098784435103,"train",-0.558132741587239
"214",214,"0","2","non_elite","male",0.0131454631901832,-0.391969419692398,"train",-0.558132741587239
"215",215,"0","3","non_elite","male",-0.674142966417716,-0.493435361413998,"train",0.0733242668290928
"216",216,"1","1","non_elite","female",0.0895108442577275,1.54603006719017,"train",0.0733242668290928
"217",217,"1","3","non_elite","female",-0.21595068001245,-0.490053163356612,"train",-0.558132741587239
"218",218,"0","2","non_elite","male",0.929530036000716,-0.121393575101463,"train",0.0733242668290928
"219",219,"1","1","non_elite","female",0.165876225325272,0.83125952195732,"train",-0.558132741587239
"220",220,"0","2","non_elite","male",0.0131454631901832,-0.440286534797922,"train",-0.558132741587239
"221",221,"1","3","non_elite","male",-1.05596987175544,-0.487637307601335,"train",-0.558132741587239
"222",222,"0","2","non_elite","male",-0.21595068001245,-0.391969419692398,"train",-0.558132741587239
"223",223,"0","3","non_elite","male",1.61681846560862,-0.487637307601335,"train",-0.558132741587239
"224",224,"0","3","non_elite","male",-0.292316061079994,-0.490617507261044,"train",-0.558132741587239
"225",225,"1","1","non_elite","male",0.624068511730538,1.09619772555774,"train",0.0733242668290928
"226",226,"0","3","non_elite","male",-0.597777585350172,-0.462512407746463,"train",-0.558132741587239
"227",227,"1","2","non_elite","male",-0.826873728552805,-0.440286534797922,"train",-0.558132741587239
"228",228,"0","3","non_elite","male",-0.712325656951489,-0.503098784435103,"train",-0.558132741587239
"229",229,"0","2","non_elite","male",-0.903239109620349,-0.391969419692398,"train",-0.558132741587239
"230",230,"0","3","non_elite","female",-0.521412204282627,-0.151027428137983,"train",1.96769529207809
"231",231,"1","1","non_elite","female",0.394972368527905,0.970090055132324,"train",0.0733242668290928
"232",232,"0","3","non_elite","male",-0.0632199178773612,-0.492952190262943,"train",-0.558132741587239
"233",233,"0","2","non_elite","male",2.22774151414897,-0.382305996671293,"train",-0.558132741587239
"234",234,"1","3","non_elite","female",-1.89598906349843,-0.0365970380912687,"train",3.23060930891075
"235",235,"0","2","non_elite","male",-0.445046823215083,-0.440286534797922,"train",-0.558132741587239
"236",236,"0","3","non_elite","female",0.700433892798083,-0.49730073062244,"train",-0.558132741587239
"237",237,"0","2","non_elite","male",1.0822607981358,-0.140720421143673,"train",0.0733242668290928
"238",238,"1","2","non_elite","female",-1.66689292029579,-0.135888709633121,"train",0.704781275245425
"239",239,"0","2","non_elite","male",-0.826873728552805,-0.440286534797922,"train",-0.558132741587239
"240",240,"0","2","non_elite","male",0.242241606392816,-0.405981383073,"train",-0.558132741587239
"241",241,"0","3","non_elite","female",-0.674142966417716,-0.363864320177817,"train",0.0733242668290928
"242",242,"1","3","non_elite","female",0.547703130662994,-0.343652304586874,"train",0.0733242668290928
"243",243,"0","2","non_elite","male",-0.0632199178773612,-0.440286534797922,"train",-0.558132741587239
"244",244,"0","3","non_elite","male",-0.597777585350172,-0.505514640190379,"train",-0.558132741587239
"245",245,"0","3","non_elite","male",0.0131454631901832,-0.503581955586158,"train",-0.558132741587239
"246",246,"0","1","elite","male",1.0822607981358,1.09619772555774,"train",0.704781275245425
"247",247,"0","3","non_elite","female",-0.368681442147539,-0.492952190262943,"train",-0.558132741587239
"248",248,"1","2","non_elite","female",-0.445046823215083,-0.362979150629083,"train",0.704781275245425
"249",249,"1","1","non_elite","male",0.547703130662994,0.372488514030369,"train",0.704781275245425
"250",250,"0","2","elite","male",1.84591460881125,-0.140720421143673,"train",0.0733242668290928
"251",251,"0","3","non_elite","male",0.471337749595449,-0.503098784435103,"train",-0.558132741587239
"252",252,"0","3","non_elite","female",-0.0632199178773612,-0.441011291524505,"train",0.704781275245425
"253",253,"0","1","non_elite","male",2.4568376573516,-0.130090655820458,"train",-0.558132741587239
"254",254,"0","3","non_elite","male",0.0131454631901832,-0.332056196961548,"train",0.0733242668290928
"255",255,"0","3","non_elite","female",0.853164654933171,-0.252574542612961,"train",0.704781275245425
"256",256,"1","3","non_elite","female",-0.0632199178773612,-0.348565188850804,"train",0.704781275245425
"257",257,"1","1","non_elite","female",0.471337749595449,0.887467788301878,"train",-0.558132741587239
"258",258,"1","1","non_elite","female",0.0131454631901832,1.02855376441001,"train",-0.558132741587239
"259",259,"1","1","non_elite","female",0.394972368527905,9.25848915308729,"train",-0.558132741587239
"260",260,"1","2","non_elite","female",1.54045308454107,-0.140720421143673,"train",0.0733242668290928
"261",261,"0","3","non_elite","male",0.547703130662994,-0.493435361413998,"train",-0.558132741587239
"262",262,"1","3","elite","male",-2.04871982563352,-0.0365970380912687,"train",3.23060930891075
"263",263,"0","1","non_elite","male",1.69318384667616,0.896164869020873,"train",0.704781275245425
"264",264,"0","1","non_elite","male",0.776799273865627,-0.643218418241123,"train",-0.558132741587239
"265",265,"0","3","non_elite","female",0.0131454631901832,-0.493435361413998,"train",-0.558132741587239
"266",266,"0","2","non_elite","male",0.471337749595449,-0.440286534797922,"train",-0.558132741587239
"267",267,"0","3","non_elite","male",-1.05596987175544,0.123815784059071,"train",2.59915230049442
"268",268,"1","3","non_elite","male",-0.368681442147539,-0.492952190262943,"train",0.0733242668290928
"269",269,"1","1","non_elite","female",2.15137613308143,2.32272769251147,"train",0.0733242668290928
"270",270,"1","1","non_elite","female",0.394972368527905,1.97814548905571,"train",-0.558132741587239
"271",271,"0","1","non_elite","male",0.242241606392816,-0.0440861909326249,"train",-0.558132741587239
"272",272,"1","3","non_elite","male",-0.368681442147539,-0.643218418241123,"train",-0.558132741587239
"273",273,"1","2","non_elite","female",0.853164654933171,-0.266344920418035,"train",0.0733242668290928
"274",274,"0","1","non_elite","male",0.547703130662994,-0.0692110907874974,"train",0.0733242668290928
"275",275,"1","3","non_elite","female",-0.445046823215083,-0.493435361413998,"train",-0.558132741587239
"276",276,"1","1","non_elite","female",2.53320303841915,0.863469643571266,"train",0.0733242668290928
"277",277,"0","3","non_elite","female",1.15862617920335,-0.493435361413998,"train",-0.558132741587239
"278",278,"0","2","non_elite","male",-0.292316061079994,-0.643218418241123,"train",-0.558132741587239
"279",279,"0","3","elite","male",-1.74325830136334,-0.0803240272617679,"train",2.59915230049442
"280",280,"1","3","non_elite","female",0.394972368527905,-0.251849785886378,"train",0.704781275245425
"281",281,"0","3","non_elite","male",2.68593380055424,-0.493435361413998,"train",-0.558132741587239
"282",282,"0","3","non_elite","male",-0.139585298944906,-0.4914215040564,"train",-0.558132741587239
"283",283,"0","3","non_elite","male",-1.05596987175544,-0.459613380840131,"train",-0.558132741587239
"284",284,"1","3","non_elite","male",-0.826873728552805,-0.487637307601335,"train",-0.558132741587239
"285",285,"0","1","non_elite","male",-0.368681442147539,-0.140720421143673,"train",-0.558132741587239
"286",286,"0","3","non_elite","male",0.242241606392816,-0.475799614400482,"train",-0.558132741587239
"287",287,"1","3","non_elite","male",0.0131454631901832,-0.459613380840131,"train",-0.558132741587239
"288",288,"0","3","non_elite","male",-0.597777585350172,-0.490617507261044,"train",-0.558132741587239
"289",289,"1","2","non_elite","male",0.929530036000716,-0.391969419692398,"train",-0.558132741587239
"290",290,"1","3","non_elite","female",-0.597777585350172,-0.493435361413998,"train",-0.558132741587239
"291",291,"1","1","non_elite","female",-0.292316061079994,0.880703392187105,"train",-0.558132741587239
"292",292,"1","1","non_elite","female",-0.826873728552805,1.11705525780649,"train",0.0733242668290928
"293",293,"0","2","non_elite","male",0.471337749595449,-0.394385275447674,"train",-0.558132741587239
"294",294,"0","3","non_elite","female",-0.445046823215083,-0.472175830767568,"train",-0.558132741587239
"295",295,"0","3","non_elite","male",-0.445046823215083,-0.490617507261044,"train",-0.558132741587239
"296",296,"0","1","non_elite","male",0.242241606392816,-0.107462784474239,"train",-0.558132741587239
"297",297,"0","3","non_elite","male",-0.483229513748855,-0.503500782832781,"train",-0.558132741587239
"298",298,"0","1","non_elite","female",-2.12508520670106,2.28576509945574,"train",1.33623828366176
"299",299,"1","1","non_elite","male",-0.21595068001245,-0.0537496139537297,"train",-0.558132741587239
"300",300,"1","1","non_elite","female",1.54045308454107,4.14057797560343,"train",0.0733242668290928
"301",301,"1","3","non_elite","female",0.700433892798083,-0.493435361413998,"train",-0.558132741587239
